sentence	mood_roberta	prob_roberta	mood_word	prob_word
There ought to be a book written about me, that there ought!	neutral	[0.6459171  0.05349777 0.15344867 0.02398455 0.09792233 0.02522953]	neutral	[0. 0. 0. 0. 0. 0.]
And when I grow up, I'll write one--but I'm grown up now,' she added in a sorrowful tone; 'at least there's no room to grow up any more HERE.'	neutral	[0.47728688 0.09070744 0.00191976 0.4169587  0.00214399 0.01098324]	sad	[0.         0.16811188 0.15992481 0.18573765 0.16995879 0.16444456]
'But then,' thought Alice, 'shall I NEVER get any older than I am now?	neutral	[0.74757606 0.21565004 0.01490975 0.00984063 0.00137244 0.01065107]	scary	[0.         0.17006675 0.17365374 0.16419464 0.17892718 0.16906491]
That'll be a comfort, one way--never to be an old woman--but then--always to have lessons to learn!	neutral	[0.845774   0.02235183 0.04024463 0.01285017 0.02914399 0.04963531]	happy	[0.         0.17354363 0.16511386 0.17314763 0.1717501  0.15258487]
Oh, I shouldn't like THAT!'	neutral	[0.7403454  0.04356857 0.06591199 0.02827499 0.0466544  0.07524459]	scary	[0.         0.1767076  0.16446669 0.1745861  0.19195565 0.15195123]
'Oh, you foolish Alice!'	angry	[0.38279372 0.02720502 0.11161342 0.02625419 0.06569192 0.3864418 ]	neutral	[0. 0. 0. 0. 0. 0.]
she answered herself.	neutral	[0.8406433  0.10582238 0.01306378 0.01323179 0.00422688 0.02301193]	neutral	[0. 0. 0. 0. 0. 0.]
'How can you learn lessons in here?	neutral	"[9.6443474e-01 8.2554957e-03 1.7109521e-02 5.3067034e-04 7.1462183e-03
 2.5233484e-03]"	neutral	[0. 0. 0. 0. 0. 0.]
Why, there's hardly room for YOU, and no room at all for any lesson-books!'	neutral	[0.5848486  0.08363125 0.09396408 0.00881182 0.0198672  0.20887698]	neutral	[0. 0. 0. 0. 0. 0.]
And so she went on, taking first one side and then the other, and making quite a conversation of it altogether; but after a few minutes she heard a voice outside, and stopped to listen.	neutral	[0.64450663 0.13667043 0.08997923 0.03014677 0.02529879 0.07339811]	neutral	[0. 0. 0. 0. 0. 0.]
'Mary Ann!	neutral	[0.8390639  0.08758196 0.03539817 0.01122925 0.01054813 0.01617856]	neutral	[0. 0. 0. 0. 0. 0.]
Mary Ann!'	neutral	[0.86578465 0.02063087 0.03544468 0.00458677 0.01334106 0.06021198]	neutral	[0. 0. 0. 0. 0. 0.]
said the voice.	neutral	[0.6965401  0.07177722 0.07842726 0.02601476 0.06264657 0.06459419]	neutral	[0. 0. 0. 0. 0. 0.]
'Fetch me my gloves this moment!'	neutral	[0.39124146 0.03090528 0.16863792 0.09067136 0.28858587 0.02995807]	neutral	[0. 0. 0. 0. 0. 0.]
Then came a little pattering of feet on the stairs.	neutral	[0.8118045  0.02326558 0.04803775 0.02631201 0.0430273  0.04755291]	neutral	[0. 0. 0. 0. 0. 0.]
Alice knew it was the Rabbit coming to look for her, and she trembled till she shook the house, quite forgetting that she was now about a thousand times as large as the Rabbit, and had no reason to be afraid of it.	scary	[0.1627843  0.0048996  0.24164265 0.00496563 0.5839358  0.001772  ]	happy	[0.         0.18063354 0.17494396 0.16708902 0.1761376  0.16979035]
Presently the Rabbit came up to the door, and tried to open it; but, as the door opened inwards, and Alice's elbow was pressed hard against it, that attempt proved a failure.	neutral	[0.72662157 0.02381603 0.0801454  0.04997582 0.08477882 0.03466231]	angry	[0.         0.16579714 0.16014702 0.17111233 0.16506304 0.175076  ]
Alice heard it say to itself 'Then I'll go round and get in at the window.'	neutral	[0.92114854 0.0023456  0.01769375 0.01356966 0.04337259 0.00186989]	neutral	[0. 0. 0. 0. 0. 0.]
'THAT you won't' thought Alice, and, after waiting till she fancied she heard the Rabbit just under the window, she suddenly spread out her hand, and made a snatch in the air.	neutral	[0.63737106 0.00660649 0.14793095 0.00192594 0.2026554  0.00351015]	surprised	[0.         0.17106072 0.17799811 0.16385076 0.17677987 0.17016111]
She did not get hold of anything, but she heard a little shriek and a fall, and a crash of broken glass, from which she concluded that it was just possible it had fallen into a cucumber-frame, or something of the sort.	neutral	[0.74777454 0.01084819 0.12700175 0.00328617 0.0732867  0.03780265]	scary	[0.         0.1605783  0.16634851 0.16928863 0.17909367 0.16756918]
Next came an angry voice--the Rabbit's--'Pat!	neutral	[0.70273167 0.06062226 0.11876694 0.00403782 0.03048682 0.08335443]	angry	[0.         0.15264964 0.15677445 0.15264064 0.13917097 0.28520638]
Pat!	neutral	[0.5924354  0.20881493 0.07008663 0.01033489 0.01359443 0.10473364]	neutral	[0. 0. 0. 0. 0. 0.]
Where are you?'	neutral	[0.7125716  0.24294378 0.01544479 0.01355615 0.0025528  0.01293088]	neutral	[0. 0. 0. 0. 0. 0.]
And then a voice she had never heard before, 'Sure then I'm here!	happy	[0.2749123  0.5128945  0.14333497 0.02847269 0.02192677 0.01845875]	neutral	[0. 0. 0. 0. 0. 0.]
Digging for apples, yer honour!'	neutral	[0.61488813 0.31584847 0.04158602 0.00410848 0.00225491 0.02131387]	neutral	[0. 0. 0. 0. 0. 0.]
'Digging for apples, indeed!'	neutral	[0.7675853  0.20722322 0.01372849 0.00687799 0.00098273 0.00360221]	neutral	[0. 0. 0. 0. 0. 0.]
said the Rabbit angrily.	neutral	[0.5444637  0.06596026 0.13954829 0.06039433 0.10693802 0.08269541]	neutral	[0. 0. 0. 0. 0. 0.]
'Here!	neutral	"[9.0637660e-01 7.4687578e-02 1.6454518e-02 4.3709434e-04 4.0387048e-04
 1.6403181e-03]"	neutral	[0. 0. 0. 0. 0. 0.]
Come and help me out of THIS!'	neutral	[0.54607284 0.03714317 0.12232658 0.02568108 0.07927126 0.18950513]	happy	[0.         0.17298671 0.16835854 0.1630332  0.16790962 0.16428479]
(Sounds of more broken glass.)	neutral	[0.6638205  0.01133636 0.07068931 0.0676936  0.16973028 0.01672997]	scary	[0.         0.16059911 0.16264929 0.17511512 0.17602835 0.17420166]
'Now tell me, Pat, what's that in the window?'	neutral	[0.7999989  0.01492216 0.0262701  0.01197151 0.03004826 0.1167892 ]	neutral	[0. 0. 0. 0. 0. 0.]
'Sure, it's an arm, yer honour!'	neutral	[0.7074582  0.18291008 0.07552167 0.00206455 0.00559446 0.02645092]	neutral	[0. 0. 0. 0. 0. 0.]
(He pronounced it 'arrum.')	neutral	[0.7744054  0.07079351 0.04114682 0.05358057 0.03219131 0.02788226]	neutral	[0. 0. 0. 0. 0. 0.]
'An arm, you goose!	neutral	[0.6136838  0.07458442 0.10248909 0.02717418 0.05227415 0.12979434]	neutral	[0. 0. 0. 0. 0. 0.]
Who ever saw one that size?	neutral	[0.85446435 0.01192048 0.04689601 0.00696174 0.03071152 0.04904594]	neutral	[0. 0. 0. 0. 0. 0.]
Why, it fills the whole window!'	happy	[0.16275552 0.5970274  0.21577653 0.00455929 0.01163261 0.00824857]	neutral	[0. 0. 0. 0. 0. 0.]
'Sure, it does, yer honour: but it's an arm for all that.'	neutral	[0.95559233 0.02303654 0.01190919 0.00099513 0.00178271 0.00668418]	neutral	[0. 0. 0. 0. 0. 0.]
'Well, it's got no business there, at any rate: go and take it away!'	neutral	[0.4573191  0.076961   0.12024037 0.051135   0.07175532 0.22258922]	neutral	[0. 0. 0. 0. 0. 0.]
There was a long silence after this, and Alice could only hear whispers now and then; such as, 'Sure, I don't like it, yer honour, at all, at all!'	neutral	[0.5278967  0.05548407 0.08397484 0.04716983 0.05826381 0.22721079]	sad	[0.         0.17317994 0.15791751 0.18031018 0.17348212 0.16006202]
'Do as I tell you, you coward!'	neutral	[0.40428832 0.04080144 0.12334187 0.07649233 0.07785438 0.27722168]	angry	[0.         0.15370889 0.15404117 0.18628729 0.16869773 0.19221421]
and at last she spread out her hand again, and made another snatch in the air.	neutral	[0.7444398  0.08023133 0.07835425 0.01310708 0.03389699 0.04997063]	neutral	[0. 0. 0. 0. 0. 0.]
This time there were TWO little shrieks, and more sounds of broken glass.	angry	[0.32661492 0.04437165 0.17114341 0.03486951 0.06997809 0.35302246]	scary	[0.         0.1713441  0.16382577 0.17243074 0.17390756 0.16663187]
'What a number of cucumber-frames there must be!'	neutral	[0.6609978  0.10713746 0.14931336 0.01842121 0.03946405 0.02466614]	neutral	[0. 0. 0. 0. 0. 0.]
thought Alice.	neutral	[0.8437124  0.03874914 0.02972649 0.01708057 0.02776204 0.04296933]	scary	[0.         0.17271636 0.18426224 0.16105939 0.185584   0.15855301]
'I wonder what they'll do next!	neutral	[0.6478248  0.2625603  0.03763082 0.02791562 0.00927393 0.0147945 ]	surprised	[0.         0.16813182 0.18756341 0.17353605 0.1657967  0.17118055]
As for pulling me out of the window, I only wish they COULD!	neutral	[0.32826853 0.08816692 0.23534873 0.04495183 0.13517688 0.1680871 ]	neutral	[0. 0. 0. 0. 0. 0.]
I'm sure I don't want to stay in here any longer!'	happy	[0.3313343  0.48037785 0.07159407 0.07257698 0.01711187 0.02700496]	neutral	[0. 0. 0. 0. 0. 0.]
She waited for some time without hearing anything more: at last came a rumbling of little cartwheels, and the sound of a good many voices all talking together: she made out the words: 'Where's the other ladder?--Why, I hadn't to bring but one; Bill's got the other--Bill!	neutral	[0.7369442  0.03269846 0.06022561 0.03322835 0.0916686  0.04523481]	happy	[0.         0.17916657 0.1582379  0.17135235 0.17096399 0.16550069]
fetch it here, lad!--Here, put 'em up at this corner--No, tie 'em together first--they don't reach half high enough yet--Oh!	neutral	"[8.7697732e-01 5.8675781e-03 7.3024645e-02 2.1349592e-04 3.2096993e-02
 1.1820082e-02]"	happy	[0.         0.19377186 0.15812181 0.16767916 0.16664215 0.15289447]
they'll do well enough; don't be particular--Here, Bill!	neutral	[0.7082572  0.08891064 0.12459544 0.00214985 0.01827303 0.05781389]	neutral	[0. 0. 0. 0. 0. 0.]
catch hold of this rope--Will the roof bear?--Mind that loose slate--Oh, it's coming down!	scary	[0.3644046  0.00431761 0.1915572  0.00545828 0.43047312 0.0037892 ]	scary	[0.         0.16997508 0.16888753 0.16475285 0.17553066 0.16313703]
Heads below!'	neutral	[0.4805154  0.15734898 0.29911792 0.0132441  0.03117469 0.018599  ]	neutral	[0. 0. 0. 0. 0. 0.]
(a loud crash)--'Now, who did that?--It was Bill, I fancy--Who's to go down the chimney?--Nay, I shan't!	neutral	[0.7474611  0.01816898 0.11507517 0.00530193 0.10523815 0.00875461]	scary	[0.         0.16287181 0.17044943 0.1623754  0.17192167 0.16145963]
YOU do it!--That I won't, then!--Bill's to go down--Here, Bill!	neutral	"[8.6380136e-01 5.9527159e-03 5.5783436e-02 8.0829370e-04 3.2342531e-02
 4.1311704e-02]"	neutral	[0. 0. 0. 0. 0. 0.]
the master says you're to go down the chimney!'	neutral	[0.5976959  0.02965151 0.1647066  0.0181188  0.08461069 0.10521655]	surprised	[0.         0.16129479 0.17368367 0.15603386 0.16956906 0.15832392]
'Oh!	neutral	[0.7553858  0.19883111 0.02179233 0.02086535 0.00161111 0.00151437]	neutral	[0. 0. 0. 0. 0. 0.]
So Bill's got to come down the chimney, has he?'	neutral	[0.8644402  0.01276143 0.05959145 0.00604306 0.02430683 0.03285704]	surprised	[0.         0.16129479 0.17368367 0.15603386 0.16956906 0.15832392]
said Alice to herself.	neutral	[0.88578516 0.01198041 0.02736077 0.00832196 0.02712724 0.03942441]	neutral	[0. 0. 0. 0. 0. 0.]
'Shy, they seem to put everything upon Bill!	happy	[0.20613083 0.46703458 0.22629692 0.02236363 0.03519944 0.04297464]	happy	[0.         0.17615279 0.17194418 0.16533624 0.16974188 0.16441115]
I wouldn't be in Bill's place for a good deal: this fireplace is narrow, to be sure; but I THINK I can kick a little!'	neutral	[0.8527887  0.0521173  0.03178201 0.00504467 0.0091486  0.04911875]	happy	[0.         0.1827059  0.16220051 0.16679153 0.17274576 0.16060485]
She drew her foot as far down the chimney as she could, and waited till she heard a little animal (she couldn't guess of what sort it was) scratching and scrambling about in the chimney close above her: then, saying to herself 'This is Bill,' she gave one sharp kick, and waited to see what would happen next.	neutral	[0.41792265 0.01903005 0.2723598  0.00550456 0.09936813 0.18581478]	scary	[0.         0.16892195 0.17115587 0.16614808 0.17765497 0.15962691]
The first thing she heard was a general chorus of 'There goes Bill!'	surprised	[0.15681891 0.26811478 0.3219279  0.0459952  0.13158843 0.07555474]	sad	[0.         0.15930578 0.16547988 0.1708407  0.16089754 0.16410072]
then the Rabbit's voice along--'Catch him, you by the hedge!'	neutral	[0.5622538  0.00557819 0.18738745 0.00342225 0.23588781 0.00547059]	neutral	[0. 0. 0. 0. 0. 0.]
then silence, and then another confusion of voices--'Hold up his head--Brandy now--Don't choke him--How was it, old fellow?	neutral	[0.711858   0.05013882 0.11944479 0.01534177 0.06734592 0.0358707 ]	angry	[0.         0.16032976 0.16270664 0.17138203 0.16567984 0.18232464]
What happened to you?	neutral	[0.9155788  0.00713269 0.01677798 0.01828685 0.03264784 0.00957593]	neutral	[0. 0. 0. 0. 0. 0.]
Tell us all about it!'	neutral	[0.75325    0.08689938 0.11109402 0.00646711 0.01751194 0.02477748]	neutral	[0. 0. 0. 0. 0. 0.]
Last came a little feeble, squeaking voice, ('That's Bill,' thought Alice,) 'Well, I hardly know--No more, thank ye; I'm better now--but I'm a deal too flustered to tell you--all I know is, something comes at me like a Jack-in-the-box, and up I goes like a sky-rocket!'	neutral	[0.51308364 0.02147147 0.18754807 0.01517906 0.25113884 0.01157893]	scary	[0.         0.17419456 0.16709289 0.17135971 0.18048165 0.16082367]
'So you did, old fellow!'	neutral	[0.7949361  0.0790423  0.03928502 0.01495664 0.01461802 0.05716198]	angry	[0.         0.17091289 0.17455302 0.16337452 0.15497439 0.19054222]
said the others.	neutral	[0.78271544 0.06333522 0.0997513  0.00859369 0.0262435  0.01936085]	neutral	[0. 0. 0. 0. 0. 0.]
'We must burn the house down!'	angry	[0.21364547 0.03831349 0.23611388 0.04644088 0.11551949 0.3499668 ]	surprised	[0.         0.16129479 0.17368367 0.15603386 0.16956906 0.15832392]
said the Rabbit's voice; and Alice called out as loud as she could, 'If you do.	neutral	[0.66878396 0.02059375 0.12375928 0.02093911 0.14786333 0.0180606 ]	neutral	[0. 0. 0. 0. 0. 0.]
I'll set Dinah at you!'	neutral	[0.6605009  0.01050813 0.035948   0.00159173 0.00567011 0.28578126]	neutral	[0. 0. 0. 0. 0. 0.]
There was a dead silence instantly, and Alice thought to herself, 'I wonder what they WILL do next!	happy	[0.1546021  0.67550915 0.08938758 0.03841618 0.02718763 0.0148973 ]	sad	[0.         0.16634106 0.17529072 0.17540238 0.17033868 0.1673525 ]
If they had any sense, they'd take the roof off.'	neutral	[0.8606375  0.11419833 0.01658386 0.00433601 0.0017898  0.0024545 ]	neutral	[0. 0. 0. 0. 0. 0.]
After a minute or two, they began moving about again, and Alice heard the Rabbit say, 'A barrowful will do, to begin with.'	neutral	"[9.3734902e-01 3.3176854e-02 6.2527601e-03 1.2819037e-03 8.1600109e-04
 2.1123361e-02]"	happy	[0.         0.16852589 0.15826209 0.16286158 0.16828686 0.15610327]
'A barrowful of WHAT?'	neutral	[0.6925286  0.04905885 0.11907206 0.00459951 0.03772574 0.09701529]	neutral	[0. 0. 0. 0. 0. 0.]
thought Alice; but she had not long to doubt, for the next moment a shower of little pebbles came rattling in at the window, and some of them hit her in the face.	neutral	[0.5383025  0.00986225 0.26796114 0.00812616 0.12654595 0.04920208]	surprised	[0.         0.1744236  0.17444289 0.16489355 0.17398062 0.16288164]
'I'll put a stop to this,' she said to herself, and shouted out, 'You'd better not do that again!'	angry	[0.2894639  0.02917556 0.08393351 0.01497459 0.02507205 0.5573804 ]	neutral	[0. 0. 0. 0. 0. 0.]
which produced another dead silence.	neutral	[0.805663   0.03644546 0.03314098 0.07907616 0.03427209 0.01140233]	sad	[0.         0.15739221 0.15476063 0.19173388 0.15951134 0.17148886]
Alice noticed with some surprise that the pebbles were all turning into little cakes as they lay on the floor, and a bright idea came into her head.	neutral	[0.5499033  0.10888977 0.29639935 0.00445827 0.02108139 0.01926805]	surprised	[0.         0.16703401 0.22382008 0.16056846 0.16945097 0.14731963]
'If I eat one of these cakes,' she thought, 'it's sure to make SOME change in my size; and as it can't possibly make me larger, it must make me smaller, I suppose.'	neutral	[0.41084144 0.20549779 0.02996402 0.29366633 0.02866495 0.03136555]	scary	[0.         0.16744688 0.17309597 0.16154876 0.17498989 0.16262191]
So she swallowed one of the cakes, and was delighted to find that she began shrinking directly.	neutral	[0.59144944 0.1549804  0.10174272 0.05935225 0.04033091 0.05214421]	happy	[0.         0.23136534 0.19750267 0.16591821 0.13089741 0.14736446]
As soon as she was small enough to get through the door, she ran out of the house, and found quite a crowd of little animals and birds waiting outside.	surprised	[0.3615168  0.06881855 0.41161415 0.00525503 0.13960455 0.01319091]	surprised	[0.         0.17580769 0.17819324 0.1631771  0.16485009 0.16494768]
The poor little Lizard, Bill, was in the middle, being held up by two guinea-pigs, who were giving it something out of a bottle.	neutral	[0.80405444 0.02176173 0.08297728 0.00936837 0.07072833 0.01110981]	happy	[0.         0.17725229 0.15862648 0.16352127 0.16839431 0.16263916]
They all made a rush at Alice the moment she appeared; but she ran off as hard as she could, and soon found herself safe in a thick wood.	scary	[0.06996701 0.04608008 0.21854268 0.13614294 0.3387093  0.19055802]	happy	[0.         0.17453867 0.16327869 0.16202509 0.17246871 0.16201268]
'The first thing I've got to do,' said Alice to herself, as she wandered about in the wood, 'is to grow to my right size again; and the second thing is to find my way into that lovely garden.	neutral	"[5.1178342e-01 4.6488604e-01 2.0979604e-02 5.9548422e-04 1.8293779e-04
 1.5724766e-03]"	sad	[0.         0.17651387 0.16302458 0.17709745 0.17301064 0.157136  ]
I think that will be the best plan.'	neutral	[0.86146176 0.04321624 0.04553203 0.02088602 0.02010555 0.00879839]	happy	[0.         0.17845354 0.16856723 0.15712888 0.16348575 0.16685789]
It sounded an excellent plan, no doubt, and very neatly and simply arranged; the only difficulty was, that she had not the smallest idea how to set about it; and while she was peering about anxiously among the trees, a little sharp bark just over her head made her look up in a great hurry.	neutral	[0.30931032 0.07450078 0.216657   0.08063433 0.2085885  0.11030918]	happy	[0.         0.17280305 0.16967314 0.16279642 0.1682053  0.16846663]
An enormous puppy was looking down at her with large round eyes, and feebly stretching out one paw, trying to touch her.	sad	[0.40735713 0.03422425 0.01135711 0.46408463 0.06536197 0.01761488]	scary	[0.         0.16560734 0.1694328  0.16720329 0.17319146 0.16347969]
'Poor little thing!'	happy	[0.19260871 0.34406418 0.2251961  0.05012652 0.13718696 0.05081747]	neutral	[0. 0. 0. 0. 0. 0.]
said Alice, in a coaxing tone, and she tried hard to whistle to it; but she was terribly frightened all the time at the thought that it might be hungry, in which case it would be very likely to eat her up in spite of all her coaxing.	sad	[0.2350496  0.01367721 0.02807627 0.47087103 0.21337122 0.03895466]	sad	[0.         0.16918022 0.1725196  0.17320878 0.17208573 0.17028854]
Hardly knowing what she did, she picked up a little bit of stick, and held it out to the puppy; whereupon the puppy jumped into the air off all its feet at once, with a yelp of delight, and rushed at the stick, and made believe to worry it; then Alice dodged behind a great thistle, to keep herself from being run over; and the moment she appeared on the other side, the puppy made another rush at the stick, and tumbled head over heels in its hurry to get hold of it; then Alice, thinking it was very like having a game of play with a cart-horse, and expecting every moment to be trampled under its feet, ran round the thistle again; then the puppy began a series of short charges at the stick, running a very little way forwards each time and a long way back, and barking hoarsely all the while, till at last it sat down a good way off, panting, with its tongue hanging out of its mouth, and its great eyes half shut.	neutral	[0.3261469  0.0240107  0.2467769  0.01454127 0.24874134 0.13978282]	happy	[0.         0.17511385 0.16812096 0.168148   0.17361481 0.16526479]
This seemed to Alice a good opportunity for making her escape; so she set off at once, and ran till she was quite tired and out of breath, and till the puppy's bark sounded quite faint in the distance.	scary	[0.2500813  0.01331338 0.06261359 0.2153111  0.44847    0.01021056]	happy	[0.         0.17803107 0.16058501 0.17182082 0.17735486 0.16509743]
'And yet what a dear little puppy it was!'	happy	[0.3001406  0.56956553 0.04619899 0.06626818 0.0117614  0.00606536]	sad	[0.         0.16944636 0.16471359 0.17855179 0.17627866 0.1682188 ]
said Alice, as she leant against a buttercup to rest herself, and fanned herself with one of the leaves: 'I should have liked teaching it tricks very much, if--if I'd only been the right size to do it!	neutral	"[7.8174067e-01 2.1095435e-01 2.2464413e-03 3.6273689e-03 2.3678153e-04
 1.1943816e-03]"	happy	[0.         0.18149967 0.15096827 0.17865398 0.16766358 0.15475646]
Oh dear!	sad	[0.28095996 0.03963552 0.0475473  0.4045091  0.17359027 0.05375779]	neutral	[0. 0. 0. 0. 0. 0.]
I'd nearly forgotten that I've got to grow up again!	neutral	[0.7928361  0.06679298 0.06904969 0.00759598 0.01699734 0.0467278 ]	sad	[0.         0.17054882 0.17163331 0.17922321 0.16710531 0.16198207]
Let me see--how IS it to be managed?	neutral	"[9.6526897e-01 4.1051875e-03 1.6184917e-02 5.6990609e-04 1.1027528e-02
 2.8435148e-03]"	neutral	[0. 0. 0. 0. 0. 0.]
I suppose I ought to eat or drink something or other; but the great question is, what?'	neutral	[0.9434033  0.01980746 0.01926233 0.00405976 0.00579237 0.00767474]	neutral	[0. 0. 0. 0. 0. 0.]
The great question certainly was, what?	neutral	[0.84987456 0.051252   0.05277159 0.0096822  0.01744167 0.01897801]	neutral	[0. 0. 0. 0. 0. 0.]
Alice looked all round her at the flowers and the blades of grass, but she did not see anything that looked like the right thing to eat or drink under the circumstances.	neutral	[0.692434   0.02745817 0.035183   0.15944022 0.0723087  0.01317595]	sad	[0.         0.1710001  0.16429922 0.17689615 0.17391169 0.16227356]
There was a large mushroom growing near her, about the same height as herself; and when she had looked under it, and on both sides of it, and behind it, it occurred to her that she might as well look and see what was on the top of it.	neutral	[0.59608203 0.00348084 0.07418971 0.02254388 0.29431295 0.00939053]	scary	[0.         0.1685547  0.16905616 0.15414164 0.17089073 0.15637204]
She stretched herself up on tiptoe, and peeped over the edge of the mushroom, and her eyes immediately met those of a large caterpillar, that was sitting on the top with its arms folded, quietly smoking a long hookah, and taking not the smallest notice of her or of anything else.	neutral	[0.6546084  0.05394014 0.10426073 0.017446   0.07144418 0.09830042]	happy	[0.         0.17345274 0.16859469 0.16254769 0.16638313 0.16175353]
CHAPTER V. Advice from a Caterpillar  The Caterpillar and Alice looked at each other for some time in silence: at last the Caterpillar took the hookah out of its mouth, and addressed her in a languid, sleepy voice.	neutral	[0.87552947 0.03714933 0.01637238 0.02243293 0.01344315 0.03507277]	sad	[0.         0.16645899 0.16097349 0.1722776  0.16948409 0.1686091 ]
'Who are YOU?'	neutral	[0.8711277  0.03059361 0.01848146 0.00200056 0.00451049 0.07328615]	neutral	[0. 0. 0. 0. 0. 0.]
said the Caterpillar.	neutral	[0.643134   0.02923365 0.08306313 0.0556675  0.1031827  0.08571894]	neutral	[0. 0. 0. 0. 0. 0.]
This was not an encouraging opening for a conversation.	neutral	[0.9238437  0.02434056 0.00541717 0.00362875 0.00098608 0.0417837 ]	neutral	[0. 0. 0. 0. 0. 0.]
Alice replied, rather shyly, 'I--I hardly know, sir, just at present--at least I know who I WAS when I got up this morning, but I think I must have been changed several times since then.'	neutral	[0.67982733 0.27675825 0.01189081 0.02599185 0.00179431 0.00373731]	happy	[0.         0.17308271 0.17256382 0.17232655 0.16042792 0.17304602]
'What do you mean by that?'	neutral	[0.80815667 0.05068792 0.05501049 0.00502758 0.01355395 0.06756337]	neutral	[0. 0. 0. 0. 0. 0.]
said the Caterpillar sternly.	neutral	[0.81287473 0.01170633 0.04607747 0.03952733 0.04472247 0.04509162]	neutral	[0. 0. 0. 0. 0. 0.]
'Explain yourself!'	neutral	[0.5273388  0.03285371 0.14471063 0.05413732 0.12967916 0.11128036]	surprised	[0.         0.15703085 0.1842436  0.16463297 0.16028973 0.18200755]
'I can't explain MYSELF, I'm afraid, sir' said Alice, 'because I'm not myself, you see.'	neutral	[0.89251256 0.02651504 0.00784034 0.03531048 0.00832173 0.02949979]	angry	[0.         0.17123918 0.17623557 0.16854706 0.16375071 0.1794176 ]
'I don't see,' said the Caterpillar.	neutral	[0.76495385 0.03502003 0.07581918 0.00730987 0.03168727 0.08520979]	neutral	[0. 0. 0. 0. 0. 0.]
'I'm afraid I can't put it more clearly,' Alice replied very politely, 'for I can't understand it myself to begin with; and being so many different sizes in a day is very confusing.'	neutral	[0.62441516 0.29125252 0.02431023 0.03172624 0.00303658 0.02525933]	angry	[0.         0.1793542  0.18125601 0.16489389 0.16894759 0.18187473]
'It isn't,' said the Caterpillar.	neutral	[0.69553846 0.18310067 0.04321655 0.03133249 0.01661095 0.03020087]	neutral	[0. 0. 0. 0. 0. 0.]
'Well, perhaps you haven't found it so yet,' said Alice; 'but when you have to turn into a chrysalis--you will some day, you know--and then after that into a butterfly, I should think you'll feel it a little queer, won't you?'	neutral	"[9.6537346e-01 1.0987229e-02 7.5058062e-03 7.0748792e-04 1.1023590e-03
 1.4323632e-02]"	scary	[0.         0.16432937 0.16930534 0.16372361 0.16980806 0.16438245]
'Not a bit,' said the Caterpillar.	neutral	[0.74923354 0.0414637  0.0427389  0.02123559 0.02603071 0.11929759]	neutral	[0. 0. 0. 0. 0. 0.]
'Well, perhaps your feelings may be different,' said Alice; 'all I know is, it would feel very queer to ME.'	neutral	[0.6675285  0.16384615 0.04421131 0.03793596 0.01629478 0.07018325]	neutral	[0. 0. 0. 0. 0. 0.]
'You!'	neutral	[0.6820379  0.07756826 0.09532039 0.00564707 0.02244628 0.11698007]	neutral	[0. 0. 0. 0. 0. 0.]
said the Caterpillar contemptuously.	neutral	[0.47516614 0.00996445 0.09739219 0.00774245 0.01885396 0.39088082]	neutral	[0. 0. 0. 0. 0. 0.]
'Who are YOU?'	neutral	[0.8316544  0.10390048 0.03695051 0.01272471 0.0085796  0.00619026]	neutral	[0. 0. 0. 0. 0. 0.]
Which brought them back again to the beginning of the conversation.	neutral	"[9.4160455e-01 5.6467481e-02 3.5694567e-04 1.1513230e-03 4.2849511e-05
 3.7684946e-04]"	neutral	[0. 0. 0. 0. 0. 0.]
Alice felt a little irritated at the Caterpillar's making such VERY short remarks, and she drew herself up and said, very gravely, 'I think, you ought to tell me who YOU are, first.'	angry	"[1.1194705e-01 1.6030397e-03 4.3064700e-03 1.1563144e-03 5.6621223e-04
 8.8042086e-01]"	angry	[0.         0.16100542 0.1896344  0.14870858 0.14401587 0.22704766]
'Why?'	neutral	[0.8944976  0.02847797 0.0259473  0.01507565 0.02285099 0.01315048]	neutral	[0. 0. 0. 0. 0. 0.]
said the Caterpillar.	neutral	[0.5874175  0.02387818 0.13214894 0.01753388 0.06107904 0.1779425 ]	neutral	[0. 0. 0. 0. 0. 0.]
Here was another puzzling question; and as Alice could not think of any good reason, and as the Caterpillar seemed to be in a VERY unpleasant state of mind, she turned away.	neutral	[0.66135323 0.03477725 0.07295852 0.0186241  0.04368035 0.16860655]	scary	[0.         0.17675119 0.15449499 0.17436382 0.18745617 0.15985601]
'Come back!'	neutral	[0.6544841  0.05029482 0.0743905  0.04212379 0.06063174 0.11807498]	neutral	[0. 0. 0. 0. 0. 0.]
the Caterpillar called after her.	neutral	[0.776212   0.03585979 0.02694413 0.00578066 0.00787475 0.14732872]	neutral	[0. 0. 0. 0. 0. 0.]
'I've something important to say!'	neutral	[0.7508601  0.1055083  0.07841396 0.00825106 0.01354379 0.04342279]	sad	[0.         0.17876002 0.15222229 0.18372518 0.17360488 0.15594714]
This sounded promising, certainly: Alice turned and came back again.	neutral	[0.90487635 0.00269876 0.03453356 0.00116536 0.04914155 0.00758443]	neutral	[0. 0. 0. 0. 0. 0.]
'Keep your temper,' said the Caterpillar.	angry	"[1.5001923e-01 5.3636716e-03 8.7003633e-03 5.9315651e-03 7.1801414e-04
 8.2926714e-01]"	angry	[0.         0.15652136 0.17037611 0.15401161 0.16745045 0.1988501 ]
