ID	start	end	happy	funny	sad	tender	exciting	angry	scary	split
5sGCszpj6jo	 50.000	 60.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
5sRFdWsyiRk	 20.000	 30.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
5sTI76G8UCU	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
5sjIdENQ-pQ	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
5speFcRxcUc	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
5tF3DNt4iiM	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
5tHKNmmiUiY	 400.000	 410.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
5tgnsKSpzFw	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
5tmRKZCp81Q	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
5to7dZflRsg	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
5trFbRVFKCk	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
5uC-DUReB_I	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
5uKKekc4Y9s	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
5uL8sGN4BV8	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
5uV6Eccfg2g	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
5ugtXFzFUUQ	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
5ukoUQVrGWg	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
5ulEnaJpv5A	 170.000	 180.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
5utg7-41jlc	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
5uxYuZvNqzc	 80.000	 90.000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TRAIN
5v6RFiI7_xU	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
5vAiCv_CcOA	 30.000	 40.000	1.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
5vJFTVnEN9o	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
5vm7Hy8YhVo	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
5wPILbyfvtc	 20.000	 30.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
5waSmDjYxPY	 30.000	 40.000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TRAIN
5weHMBBnnAU	 20.000	 30.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
5x-4SP7nwmQ	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
5xF_XNhwemU	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
5xhjln_uyzY	 150.000	 160.000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TRAIN
5xuHja_RY5c	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
5y29mg5T9lg	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
5y2_qG34ZEo	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
5y6zxl2XqyQ	 230.000	 240.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
5yE8UpK7pus	 30.000	 40.000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TRAIN
5yNoaIL5BoI	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
5y_bpI3A8Dc	 60.000	 70.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
5z31QOFejA0	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
5zFVD8mEhjI	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
5zPTO_3rHlM	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
5zl7BYDe3Ck	 180.000	 190.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
5zr66AtPZIs	 320.000	 330.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
5zudhak4Y1A	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6-4dNMxC5u8	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6-MUHlDqZZc	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6-X_aR35XC4	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
6-dAoS4kgjA	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6-kuPIANBQY	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
602dj-kOpAA	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
60JjHB_IqlQ	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
60LWHla0-gs	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
60z6RBZ_N5U	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
60zGh9XoC-g	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
613J6tygGsU	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
617hhPPy05U	 60.000	 70.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
619nJX0Mh7I	 290.000	 300.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
61A0El0GGnw	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
61BVkHzgDcI	 50.000	 60.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
61DTfOU9zFA	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
61OJ0iK--DI	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
61nQ4-VCUGs	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
61toD-OjRro	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
61xP3m2Tq8g	 480.000	 490.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
625ljg80luI	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
62GPzJT81VU	 17.000	 27.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
62fTcj1nRxE	 17.000	 27.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
62lF1NDSQiY	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
631fWOebj4U	 20.000	 30.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
63cTFQfzcPE	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6486pO6dOkk	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
64FL8Ws1Q1U	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
64kVlqwGOfM	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
64q0-1GXaP0	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
64vN8KNEvRI	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6523Qad9yHc	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
65D8o0bRl8s	 80.000	 90.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
65ZRqE1fWeo	 29.000	 39.000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TRAIN
65gM35ns4wI	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
65xPK34QdYE	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
662jTWF6dps	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
663GY6lcRnA	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
66ER7otmMNE	 60.000	 70.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
66Q2a8s49gk	 540.000	 550.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
66W9xvjpJj4	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6788ps18gZU	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
67ady7xmfAc	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
67dIVItSqDs	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
683tWqpbPHc	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
68EzZO0AySA	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
68lgyRDHMVc	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
68mbaIOEU6U	 180.000	 190.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
68qbDjhC1OE	 190.000	 200.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
69IwTcuQvgE	 310.000	 320.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
69cB_KCV9nQ	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
69farTbINDQ	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6A-BrLKmsJY	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6A8dRW5-x2A	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6AOBpt0eZ6g	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6ASzN5HVZAA	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6ATxz6eIFeo	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6AofPbxl_kk	 40.000	 50.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6AtDc4D9ZMQ	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6AxeT4yk8Ys	 120.000	 130.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
6B6kl1Sw1og	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6BHLF1a8BPY	 170.000	 180.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
6BaG-k00WH8	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
6Bk1mt1l0Mw	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
6BsyLNgL-8g	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6Bv-1-aYE-M	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
6C5OhOXiiCY	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6C708Osdzs0	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
6CCqUyhGrrs	 30.000	 40.000	0.0	0.0	0.0	1.0	1.0	0.0	0.0	TRAIN
6CEh7sdCEY4	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
6CM4NsshSGM	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6CaRDrhvWto	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
6CmmU5AHDsE	 310.000	 320.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
6Cznj-f4dlA	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6DXhjiNQRLE	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6Dp4yVI-zOs	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6DywxDpw4EE	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6E8Jiow8UYY	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
6EAAvf8QPkI	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6EAwVslfpiU	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6EcklZmTLLg	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6Ehj3Egq2VI	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6Ej5XHf8VX8	 360.000	 370.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
6ElA-ThVwdM	 170.000	 180.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6Ez1MVSe8UA	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
6F48-R2SqLQ	 140.000	 150.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6F9619S0HMw	 100.000	 110.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
6FJ86CF3kf8	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6FKfxeBxAmM	 210.000	 220.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
6G5NmJpvMzA	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
6GRnk0Dj5B0	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6GVJV1R9STo	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
6GvpYlML7Zc	 90.000	 100.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6HlRrbvMg6M	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
6Hq-IVPWcN8	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6IKDJbKYCQ0	 190.000	 200.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6IwLcnRzLSQ	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6JaqVv7TN6Y	 100.000	 110.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6K-6kDXGJjU	 60.000	 70.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6K9wwA-qycU	 270.000	 280.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6KD7Fz-F2NY	 50.000	 60.000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TRAIN
6KE27dRmNsM	 60.000	 70.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
6KXim7mxYpA	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6KcCQmscg7I	 210.000	 220.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
6Ke2G-E_awc	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6KiDqpP4rHw	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6L63nTzDWn0	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6L902Vz795A	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6LlF0fc_WcM	 0.000	 10.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
6LyDgR6BAao	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6MQBeeh6om4	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6MQoo69ca2M	 20.000	 30.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
6MtcNKhEDiw	 0.000	 10.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6NG5ZBz3cTY	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6NeiqhxcN6g	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6NuPjYsaGBY	 280.000	 290.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
6ODd7ySH_Wk	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6OTOkZ5QDak	 50.000	 60.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6OdRrHiUPsE	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6Oni_GeGiXc	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6OrEwfVnXwg	 100.000	 110.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
6PFL1jLfSYA	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6PJ5SVoxUkM	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
6PRDZgWfnQo	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6PRTR-6wXb0	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6Q5cvhNfIJ8	 20.000	 30.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
6Q9zPdgLZvs	 50.000	 60.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
6QREkg-UkIU	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6QanY7Q_i98	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6Qjeb7a2Hgk	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6QowAOTHLIY	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6RI2IpUvRe4	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6RLUkpYv1GE	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6RgTojldHj0	 200.000	 210.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
6Ro_YBgajVM	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6SxbZ6cLIJk	 10.000	 20.000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TRAIN
6SxpVsFJta4	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6T6MyQMhMdc	 160.000	 170.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
6TGhP0sfQYk	 0.000	 10.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
6TZdZ0onvBY	 30.000	 40.000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TRAIN
6T_1IoOf7W8	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6TePqJyqZl0	 19.000	 29.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6Txzm9_hd4s	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6U1GeownVWw	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
6U5LVUhHAIk	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6USYGrlqVcs	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6Uc8X5p0grg	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
6UhvsysP070	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
6UzDcO3PWSI	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6VAYzDFY-Hg	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6VAazdWkplQ	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6VjAwkE13wU	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6WB7UsGmZYQ	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6WZsn3w4kBM	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
6WjmVFiTE6U	 240.000	 250.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
6XMGTlSO2mU	 22.000	 32.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6XlfBGQWPKc	 150.000	 160.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6XmPP6xeVoI	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
6Y48JJilPnY	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6Y6ZGV5fFRA	 2.000	 12.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6YD3OBdqXLk	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6YSIVemNEz4	 10.000	 20.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
6YlGSuNx8gM	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6YtZwvodDno	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6Yw23vM74YQ	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6YyoXB992AI	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6Z77kfdg6yg	 350.000	 360.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
6ZByK8LNuGI	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6ZWAPAYzGEs	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6ZbRZ0cEUR8	 0.000	 10.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6Zovn0w-9vA	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6_8PtH-dS7c	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6_FJV_12Cd4	 280.000	 290.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
6_po8-X51p0	 0.000	 10.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
6_sppPMBQ04	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6_wXtQmdRO0	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6aRQecv7Gsg	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6aaTzDHs1bw	 40.000	 50.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
6anhFzaX1h0	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6ax8v-yc2r4	 80.000	 90.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6ayzMaXDJjM	 260.000	 270.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
6b5RDCslEUY	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6bYh87qvdvc	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6bn9G___jf0	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6c0hvf9DO8E	 30.000	 40.000	1.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6c1FeywN4oQ	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
6c71KZXCYIU	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
6cZUB3gXPl0	 60.000	 70.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6c_5Sn3D6BE	 310.000	 320.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
6ck4-0CMDYY	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6csX1xJoHlM	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6cxX_8dgWEc	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
6d57cNtGC20	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6d5mP0bzFEw	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
6dPQInCq1hg	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6dnck00uHw4	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
6dqN4qPiOQY	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
6e6M-66xQoc	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6ea7VFyn9to	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6ekfV4zWfhs	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6elpc2tNw6I	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6ew7ONSbbow	 30.000	 40.000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TRAIN
6fXnMYNtQhA	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6fYGaGSyHGI	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
6frT7Ypa60w	 100.000	 110.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
6fvYhGo6Gx8	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6gAOs4q_8is	 40.000	 50.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
6gLjm_ikcBs	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
