sentence	mood_roberta	prob_roberta	mood_word	prob_word
"""Hold your tongue, you fool!"""	angry	[0.14772284 0.00864861 0.05692026 0.01010179 0.01722928 0.75937724]	scary	[0.         0.16387388 0.16803125 0.16487021 0.1740256  0.17236031]
muttered M. Firmin Richard.	neutral	[0.7048526  0.05923944 0.05435017 0.03601956 0.02428574 0.12125246]	neutral	[0. 0. 0. 0. 0. 0.]
"""You brought back the fan."	neutral	[0.77285314 0.17570078 0.03481755 0.00390439 0.0023033  0.01042089]	neutral	[0. 0. 0. 0. 0. 0.]
"And then?"""	neutral	[0.7354001  0.12772278 0.05244445 0.01202888 0.01812139 0.05428238]	neutral	[0. 0. 0. 0. 0. 0.]
"""Well, then, they took it away with them, sir; it was not there at the end of the performance; and in its place they left me a box of English sweets, which I'm very fond of."	neutral	"[5.9907472e-01 4.0045351e-01 4.3169793e-04 8.1872977e-06 2.1066249e-07
 3.1662636e-05]"	happy	[0.         0.17596287 0.16312477 0.17195327 0.15975562 0.17371713]
"That's one of the ghost's pretty thoughts."""	neutral	[0.48495904 0.4118567  0.06953754 0.01432746 0.00683839 0.01248095]	scary	[0.         0.17622549 0.17042382 0.16984675 0.19841398 0.14735793]
"""That will do, Mme."	neutral	[0.83131987 0.01732587 0.08920832 0.00506312 0.03216379 0.02491912]	neutral	[0. 0. 0. 0. 0. 0.]
Giry.	neutral	[0.90232223 0.00545836 0.01711489 0.00570599 0.00308698 0.06631156]	neutral	[0. 0. 0. 0. 0. 0.]
"You can go."""	neutral	[0.7441957  0.16356397 0.04207183 0.02862333 0.00779334 0.01375179]	neutral	[0. 0. 0. 0. 0. 0.]
When Mme.	neutral	[0.8272144  0.03752059 0.04430841 0.02612052 0.02650921 0.03832686]	neutral	[0. 0. 0. 0. 0. 0.]
Giry had bowed herself out, with the dignity that never deserted her, the manager told the inspector that they had decided to dispense with that old madwoman's services; and, when he had gone in his turn, they instructed the acting-manager to make up the inspector's accounts.	neutral	[0.79118156 0.05006911 0.05937362 0.01075618 0.01675998 0.0718595 ]	sad	[0.         0.16994745 0.16087493 0.17746061 0.16762989 0.16910437]
Left alone, the managers told each other of the idea which they both had in mind, which was that they should look into that little matter of Box Five themselves.	neutral	[0.91433233 0.04133334 0.03689646 0.00175362 0.00310265 0.00258151]	happy	[0.         0.17134653 0.1670157  0.17039537 0.16813689 0.16189782]
Chapter V The Enchanted Violin   Christine Daae, owing to intrigues to which I will return later, did not immediately continue her triumph at the Opera.	neutral	"[5.8812803e-01 3.8621280e-01 8.4021427e-03 1.5756313e-02 3.7700200e-04
 1.1237236e-03]"	surprised	[0.         0.17065289 0.17182942 0.1702335  0.16389314 0.16527245]
After the famous gala night, she sang once at the Duchess de Zurich's; but this was the last occasion on which she was heard in private.	neutral	[0.68549436 0.2165047  0.01430639 0.07259621 0.00420146 0.00689682]	neutral	[0. 0. 0. 0. 0. 0.]
She refused, without plausible excuse, to appear at a charity concert to which she had promised her assistance.	neutral	[0.53372765 0.04163159 0.10474659 0.0371995  0.04775019 0.2349445 ]	happy	[0.         0.17128889 0.16586501 0.16726004 0.16708034 0.1622114 ]
She acted throughout as though she were no longer the mistress of her own destiny and as though she feared a fresh triumph.	neutral	[0.7068991  0.11712335 0.02614282 0.12254579 0.02070716 0.0065818 ]	sad	[0.         0.1694699  0.16277152 0.17440601 0.17274482 0.17132646]
She knew that the Comte de Chagny, to please his brother, had done his best on her behalf with M. Richard; and she wrote to thank him and also to ask him to cease speaking in her favor.	neutral	[0.68732876 0.08920829 0.04304788 0.03995117 0.01430196 0.126162  ]	happy	[0.         0.17232569 0.16983918 0.16807941 0.15655025 0.1667231 ]
Her reason for this curious attitude was never known.	neutral	[0.9298626  0.00226966 0.00580053 0.03304282 0.00643723 0.02258711]	surprised	[0.         0.17214708 0.19926733 0.16486653 0.16799892 0.16761074]
Some pretended that it was due to overweening pride; others spoke of her heavenly modesty.	neutral	"[6.9393867e-01 2.7710673e-01 2.4007950e-03 2.3938337e-02 3.0732798e-04
 2.3081759e-03]"	happy	[0.         0.17922123 0.15800944 0.17536853 0.16281777 0.16643568]
But people on the stage are not so modest as all that; and I think that I shall not be far from the truth if I ascribe her action simply to fear.	neutral	[0.77006763 0.00574837 0.00624181 0.02780618 0.00735555 0.1827804 ]	scary	[0.         0.16748909 0.16642524 0.1698373  0.17366012 0.16797605]
Yes, I believe that Christine Daae was frightened by what had happened to her.	neutral	[0.23643489 0.05449683 0.2203978  0.08260585 0.20982213 0.19624253]	angry	[0.         0.15403569 0.17542486 0.16534095 0.18791589 0.2042316 ]
"I have a letter of Christine's (it forms part of the Persian's collection), relating to this period, which suggests a feeling of absolute dismay:  ""I don't know myself when I sing,"" writes the poor child."	sad	"[1.1982066e-02 1.4817339e-02 3.7729100e-05 9.7273052e-01 4.0731233e-04
 2.5019310e-05]"	angry	[0.         0.16895587 0.16784291 0.17718452 0.16295319 0.17837589]
She showed herself nowhere; and the Vicomte de Chagny tried in vain to meet her.	neutral	[0.7826393  0.07436298 0.02240866 0.01963795 0.00645778 0.09449327]	neutral	[0. 0. 0. 0. 0. 0.]
He wrote to her, asking to call upon her, but despaired of receiving a reply when, one morning, she sent him the following note:  MONSIEUR:  I have not forgotten the little boy who went into the sea to rescue my scarf.	neutral	[0.42742214 0.276358   0.03429332 0.22116087 0.02289459 0.01787115]	sad	[0.         0.16965552 0.17084217 0.174119   0.1657     0.17250468]
I feel that I must write to you to-day, when I am going to Perros, in fulfilment of a sacred duty.	neutral	"[9.2755550e-01 1.8675705e-02 7.7143294e-04 5.0002169e-02 1.7403336e-03
 1.2548489e-03]"	neutral	[0. 0. 0. 0. 0. 0.]
To-morrow is the anniversary of the death of my poor father, whom you knew and who was very fond of you.	neutral	[0.48993167 0.31622624 0.01835524 0.14920403 0.00827697 0.01800596]	sad	[0.         0.16519204 0.159001   0.1823372  0.16656974 0.17985606]
He is buried there, with his violin, in the graveyard of the little church, at the bottom of the slope where we used to play as children, beside the road where, when we were a little bigger, we said good-by for the last time.	neutral	"[5.6668395e-01 2.6802981e-01 4.5796281e-05 1.6521226e-01 1.3609223e-05
 1.4585589e-05]"	sad	[0.         0.16966455 0.16766931 0.16968105 0.16681936 0.16558877]
The Vicomte de Chagny hurriedly consulted a railway guide, dressed as quickly as he could, wrote a few lines for his valet to take to his brother and jumped into a cab which brought him to the Gare Montparnasse just in time to miss the morning train.	neutral	[0.88517827 0.07069663 0.02982656 0.00555046 0.00351516 0.00523294]	happy	[0.         0.17165817 0.16752876 0.16853049 0.16845264 0.16801865]
He spent a dismal day in town and did not recover his spirits until the evening, when he was seated in his compartment in the Brittany express.	neutral	[0.45249522 0.11450877 0.04722358 0.28591976 0.04180798 0.05804458]	happy	[0.         0.1796324  0.15813412 0.17710776 0.16809538 0.16457165]
He read Christine's note over and over again, smelling its perfume, recalling the sweet pictures of his childhood, and spent the rest of that tedious night journey in feverish dreams that began and ended with Christine Daae.	sad	"[3.8126928e-01 1.8889555e-01 1.9260817e-04 4.2896974e-01 5.6914322e-04
 1.0365935e-04]"	sad	[0.         0.17682097 0.15343085 0.18340729 0.17952505 0.15924212]
Day was breaking when he alighted at Lannion.	neutral	[0.77022517 0.09560753 0.02287898 0.08762443 0.01881775 0.00484609]	neutral	[0. 0. 0. 0. 0. 0.]
He hurried to the diligence for Perros-Guirec.	neutral	[0.69973636 0.19444036 0.08097229 0.01127974 0.00762526 0.00594595]	angry	[0.         0.17069969 0.17146212 0.16769384 0.15929494 0.17465909]
He was the only passenger.	neutral	[0.88445646 0.02240262 0.05083635 0.0080025  0.02218959 0.01211245]	scary	[0.         0.16130021 0.1596181  0.16461079 0.1793127  0.17193264]
He questioned the driver and learned that, on the evening of the previous day, a young lady who looked like a Parisian had gone to Perros and put up at the inn known as the Setting Sun.	neutral	[0.92376435 0.01021252 0.02336212 0.01113963 0.02282935 0.00869198]	scary	[0.         0.17420094 0.16245642 0.17435065 0.17944478 0.16367332]
The nearer he drew to her, the more fondly he remembered the story of the little Swedish singer.	happy	"[2.74559170e-01 7.03227043e-01 3.52713070e-03 1.83061045e-02
 1.02010745e-04 2.78598076e-04]"	neutral	[0. 0. 0. 0. 0. 0.]
Most of the details are still unknown to the public.	neutral	[0.8332232  0.03982492 0.06034954 0.00500707 0.02577847 0.03581676]	scary	[0.         0.15281885 0.16185088 0.16714805 0.17807525 0.1727173 ]
There was once, in a little market-town not far from Upsala, a peasant who lived there with his family, digging the earth during the week and singing in the choir on Sundays.	neutral	"[9.8673999e-01 6.8160770e-03 1.0769712e-03 4.6805395e-03 3.7982778e-04
 3.0659931e-04]"	sad	[0.         0.17694929 0.1630503  0.1832564  0.1638704  0.1706694 ]
This peasant had a little daughter to whom he taught the musical alphabet before she knew how to read.	neutral	"[9.2574066e-01 6.0601715e-02 5.0223591e-03 3.6911666e-03 8.1941637e-04
 4.1247094e-03]"	scary	[0.         0.16837249 0.16619812 0.1762366  0.17698594 0.16365931]
Daae's father was a great musician, perhaps without knowing it.	neutral	[0.84639466 0.11702263 0.01474652 0.00511155 0.00195741 0.01476717]	sad	[0.         0.16903783 0.15775068 0.18525422 0.16500785 0.1782715 ]
Not a fiddler throughout the length and breadth of Scandinavia played as he did.	neutral	[0.63739514 0.15949555 0.12283144 0.02226224 0.02302502 0.03499057]	neutral	[0. 0. 0. 0. 0. 0.]
His reputation was widespread and he was always invited to set the couples dancing at weddings and other festivals.	happy	"[2.4828997e-01 7.4187487e-01 9.7815245e-03 1.7926928e-06 1.1159228e-06
 5.0642346e-05]"	scary	[0.         0.17598608 0.16510093 0.16644811 0.1765338  0.16805288]
His wife died when Christine was entering upon her sixth year.	neutral	[0.6333459  0.2496668  0.01219314 0.08443972 0.00583729 0.01451719]	angry	[0.         0.15837794 0.16440191 0.17667519 0.17179945 0.17787424]
Then the father, who cared only for his daughter and his music, sold his patch of ground and went to Upsala in search of fame and fortune.	neutral	[0.5979511  0.23358674 0.03035096 0.11697289 0.01034352 0.01079479]	sad	[0.         0.17011288 0.16151144 0.17651825 0.16857277 0.16824925]
He found nothing but poverty.	neutral	[0.90431905 0.00711372 0.01700697 0.02737175 0.02058302 0.0236056 ]	happy	[0.         0.16884604 0.16779168 0.16861125 0.16362139 0.16408774]
He returned to the country, wandering from fair to fair, strumming his Scandinavian melodies, while his child, who never left his side, listened to him in ecstasy or sang to his playing.	neutral	"[6.5887409e-01 3.2403073e-01 1.8166428e-03 1.4385016e-02 3.3301723e-04
 5.6046550e-04]"	scary	[0.         0.16886608 0.15840339 0.1729258  0.17422506 0.16323342]
One day, at Ljimby Fair, Professor Valerius heard them and took them to Gothenburg.	neutral	"[8.6452752e-01 1.0839439e-01 1.3622896e-02 2.8271761e-03 7.6277071e-04
 9.8652421e-03]"	angry	[0.         0.15474376 0.1682153  0.16864383 0.17258897 0.17472372]
He maintained that the father was the first violinist in the world and that the daughter had the making of a great artist.	neutral	"[9.5734596e-01 4.0753052e-02 1.2562281e-03 4.8750589e-04 1.9607403e-05
 1.3755522e-04]"	sad	[0.         0.17074838 0.15805233 0.18370192 0.16938921 0.17348759]
Her education and instruction were provided for.	neutral	[0.8877398  0.04603904 0.0262169  0.00326069 0.00424785 0.03249573]	happy	[0.         0.17032375 0.16272869 0.16308949 0.16348505 0.16597416]
She made rapid progress and charmed everybody with her prettiness, her grace of manner and her genuine eagerness to please.	happy	"[1.6304132e-01 8.3406520e-01 9.2590292e-04 1.8756177e-03 6.5484960e-06
 8.5386309e-05]"	happy	[0.         0.17804411 0.16960108 0.16970096 0.16189328 0.16960097]
When Valerius and his wife went to settle in France, they took Daae and Christine with them.	neutral	[0.9483204  0.03038769 0.00303156 0.00888143 0.00241706 0.00696187]	neutral	[0. 0. 0. 0. 0. 0.]
"""Mamma"" Valerius treated Christine as her daughter."	neutral	[0.8224258  0.01310933 0.02225091 0.03156088 0.0256551  0.08499792]	sad	[0.         0.17455473 0.15705179 0.17581281 0.17398923 0.17317403]
As for Daae, he began to pine away with homesickness.	sad	"[1.9598317e-04 8.0665886e-06 7.0442523e-09 9.9977833e-01 1.6973187e-05
 5.9743337e-07]"	sad	[0.         0.1669472  0.15979553 0.17251982 0.16885889 0.16679269]
He never went out of doors in Paris, but lived in a sort of dream which he kept up with his violin.	neutral	"[8.5154051e-01 1.4060223e-01 1.2662802e-03 6.2724585e-03 9.8146207e-05
 2.2036383e-04]"	sad	[0.         0.18485253 0.1584519  0.18523331 0.18343912 0.15473654]
For hours at a time, he remained locked up in his bedroom with his daughter, fiddling and singing, very, very softly.	sad	[0.41010642 0.08379309 0.00183822 0.49704838 0.0066794  0.00053448]	sad	[0.         0.17498325 0.16253933 0.17584647 0.16978528 0.16672677]
Sometimes Mamma Valerius would come and listen behind the door, wipe away a tear and go down-stairs again on tiptoe, sighing for her Scandinavian skies.	neutral	[0.58983165 0.05223142 0.00440038 0.34488335 0.00683932 0.00181391]	scary	[0.         0.16674165 0.15705489 0.17336777 0.17625697 0.17202582]
Daae seemed not to recover his strength until the summer, when the whole family went to stay at Perros-Guirec, in a far-away corner of Brittany, where the sea was of the same color as in his own country.	neutral	[0.57985353 0.30943915 0.02923437 0.05810174 0.01120384 0.01216738]	happy	[0.         0.17482687 0.16796412 0.17085064 0.16459306 0.16276833]
Often he would play his saddest tunes on the beach and pretend that the sea stopped its roaring to listen to them.	sad	[0.4305576  0.02451853 0.0011121  0.5392162  0.00279324 0.00180238]	scary	[0.         0.16949398 0.16197598 0.16287493 0.17473431 0.1743863 ]
And then he induced Mamma Valerius to indulge a queer whim of his.	neutral	[0.77252257 0.03366168 0.0098245  0.01102    0.00319042 0.16978082]	angry	[0.         0.17059782 0.16065913 0.17005761 0.17038991 0.17536248]
"At the time of the ""pardons,"" or Breton pilgrimages, the village festival and dances, he went off with his fiddle, as in the old days, and was allowed to take his daughter with him for a week."	neutral	[0.84037524 0.11188784 0.02019114 0.00447413 0.00325025 0.01982132]	happy	[0.         0.17782874 0.16212549 0.17378518 0.1715611  0.16310419]
They gave the smallest hamlets music to last them for a year and slept at night in a barn, refusing a bed at the inn, lying close together on the straw, as when they were so poor in Sweden.	neutral	[0.8206117  0.0373195  0.03242941 0.0621698  0.02597816 0.02149138]	sad	[0.         0.17414198 0.16219908 0.17419503 0.16774842 0.16355765]
At the same time, they were very neatly dressed, made no collection, refused the halfpence offered them; and the people around could not understand the conduct of this rustic fiddler, who tramped the roads with that pretty child who sang like an angel from Heaven.	neutral	[0.640397   0.19938074 0.0261341  0.03593095 0.00679031 0.09136683]	scary	[0.         0.17587241 0.16212289 0.17169461 0.17776011 0.1623752 ]
They followed them from village to village.	neutral	[0.87866634 0.09132145 0.00845243 0.01468631 0.00414766 0.00272584]	neutral	[0. 0. 0. 0. 0. 0.]
One day, a little boy, who was out with his governess, made her take a longer walk than he intended, for he could not tear himself from the little girl whose pure, sweet voice seemed to bind him to her.	sad	[0.13002558 0.21100478 0.0324169  0.57343996 0.03685105 0.01626173]	scary	[0.         0.16860693 0.15770895 0.17379002 0.1754879  0.1628531 ]
They came to the shore of an inlet which is still called Trestraou, but which now, I believe, harbors a casino or something of the sort.	neutral	"[9.9194229e-01 3.4420309e-04 7.7083823e-04 2.3506256e-03 8.0598315e-04
 3.7860062e-03]"	neutral	[0. 0. 0. 0. 0. 0.]
At that time, there was nothing but sky and sea and a stretch of golden beach.	neutral	[0.93472    0.01094854 0.02440346 0.01621062 0.01058675 0.00313067]	happy	[0.         0.17723654 0.16370448 0.16939411 0.16774939 0.16510728]
Only, there was also a high wind, which blew Christine's scarf out to sea.	neutral	[0.58566135 0.00971419 0.12385092 0.01776972 0.25430712 0.00869668]	scary	[0.         0.1649203  0.16863757 0.1554488  0.17355696 0.16962558]
Christine gave a cry and put out her arms, but the scarf was already far on the waves.	neutral	[0.64939445 0.04302282 0.07820243 0.11970767 0.10188684 0.00778576]	angry	[0.         0.1664325  0.16368244 0.16820053 0.17150727 0.17932123]
"Then she heard a voice say:  ""It's all right, I'll go and fetch your scarf out of the sea."""	neutral	[0.55726016 0.05624705 0.08944085 0.06346994 0.14045449 0.09312754]	neutral	[0. 0. 0. 0. 0. 0.]
And she saw a little boy running fast, in spite of the outcries and the indignant protests of a worthy lady in black.	scary	[0.21948506 0.06595804 0.18852167 0.1597778  0.28745437 0.0788031 ]	angry	[0.         0.16823102 0.16685476 0.16973924 0.16578573 0.1758361 ]
The little boy ran into the sea, dressed as he was, and brought her back her scarf.	neutral	[0.43535218 0.3280516  0.06464422 0.09960804 0.03638586 0.0359581 ]	angry	[0.         0.16781927 0.16204584 0.17587269 0.17465259 0.1760043 ]
Boy and scarf were both soaked through.	neutral	[0.75544876 0.01860769 0.03820406 0.08064757 0.0830346  0.0240573 ]	angry	[0.         0.16891649 0.16300187 0.17158109 0.17215316 0.17441874]
The lady in black made a great fuss, but Christine laughed merrily and kissed the little boy, who was none other than the Vicomte Raoul de Chagny, staying at Lannion with his aunt.	neutral	[0.5624401  0.20132934 0.10448819 0.03972229 0.03469707 0.05732302]	angry	[0.         0.16544067 0.16296806 0.17452066 0.17146682 0.17814523]
During the season, they saw each other and played together almost every day.	neutral	"[7.3371041e-01 2.3085494e-01 1.4903777e-03 3.0010374e-02 3.3825141e-04
 3.5956062e-03]"	happy	[0.         0.19377186 0.15812181 0.16767916 0.16664215 0.15289447]
At the aunt's request, seconded by Professor Valerius, Daae consented to give the young viscount some violin lessons.	neutral	[0.91265625 0.02386039 0.00810943 0.04986137 0.00306262 0.00244995]	scary	[0.         0.16418786 0.16155316 0.17324053 0.17644204 0.17609176]
In this way, Raoul learned to love the same airs that had charmed Christine's childhood.	sad	[0.36155125 0.08860658 0.00094387 0.5412014  0.00589275 0.00180417]	sad	[0.         0.17520684 0.16418271 0.18115505 0.17326434 0.16669057]
They also both had the same calm and dreamy little cast of mind.	neutral	"[7.2885305e-01 2.6894915e-01 1.7789572e-03 3.7797741e-04 1.1423871e-05
 2.9462028e-05]"	angry	[0.         0.17125413 0.16008756 0.15961484 0.17248469 0.17332637]
"They delighted in stories, in old Breton legends; and their favorite sport was to go and ask for them at the cottage-doors, like beggars:  ""Ma'am ..."" or, ""Kind gentleman ... have you a little story to tell us, please?"""	neutral	[0.7542281  0.2072203  0.02141276 0.00671886 0.00190586 0.00851416]	happy	[0.         0.18329618 0.1718561  0.17333275 0.16891156 0.15588819]
"And it seldom happened that they did not have one ""given"" them; for nearly every old Breton grandame has, at least once in her life, seen the ""korrigans"" dance by moonlight on the heather."	neutral	[0.7846653  0.18336232 0.00629217 0.00523418 0.00087129 0.0195747 ]	sad	[0.         0.17300891 0.15794367 0.17950846 0.17805512 0.16085857]
But their great treat was, in the twilight, in the great silence of the evening, after the sun had set in the sea, when Daae came and sat down by them on the roadside and, in a low voice, as though fearing lest he should frighten the ghosts whom he evoked, told them the legends of the land of the North.	neutral	[0.7954866  0.07562124 0.05992933 0.03387516 0.0302989  0.00478866]	scary	[0.         0.16152678 0.16531068 0.16854055 0.17414634 0.17295829]
And, the moment he stopped, the children would ask for more.	neutral	[0.72442037 0.06949867 0.09764777 0.01805186 0.03515865 0.05522275]	neutral	[0. 0. 0. 0. 0. 0.]
"There was one story that began:  ""A king sat in a little boat on one of those deep, still lakes that open like a bright eye in the midst of the Norwegian mountains ...""  And another:  ""Little Lotte thought of everything and nothing."	neutral	[0.82995504 0.07041478 0.05240065 0.01186269 0.01599194 0.01937491]	scary	[0.         0.1712363  0.16871803 0.16840212 0.18485684 0.15876892]
Her hair was golden as the sun's rays and her soul as clear and blue as her eyes.	neutral	"[7.4434197e-01 2.5228667e-01 2.6736243e-03 5.9431442e-04 2.2620470e-05
 8.0848338e-05]"	sad	[0.         0.16383093 0.15284422 0.17999429 0.16762499 0.16558779]
"She wheedled her mother, was kind to her doll, took great care of her frock and her little red shoes and her fiddle, but most of all loved, when she went to sleep, to hear the Angel of Music."""	neutral	[0.53650385 0.42473423 0.01716697 0.0168918  0.0015313  0.0031718 ]	sad	[0.         0.16939396 0.16011106 0.18012422 0.17784127 0.16497517]
While the old man told this story, Raoul looked at Christine's blue eyes and golden hair; and Christine thought that Lotte was very lucky to hear the Angel of Music when she went to sleep.	neutral	"[6.1583883e-01 3.5813013e-01 4.1826246e-03 2.0804739e-02 4.3809478e-04
 6.0562044e-04]"	happy	[0.         0.17605279 0.16674551 0.17110042 0.17360165 0.16210079]
The Angel of Music played a part in all Daddy Daae's tales; and he maintained that every great musician, every great artist received a visit from the Angel at least once in his life.	neutral	"[8.7013555e-01 1.2752102e-01 7.1278802e-05 8.2403349e-05 6.4340702e-07
 2.1891806e-03]"	scary	[0.         0.1705843  0.15596709 0.17994806 0.18056364 0.16384739]
Sometimes the Angel leans over their cradle, as happened to Lotte, and that is how there are little prodigies who play the fiddle at six better than men at fifty, which, you must admit, is very wonderful.	neutral	[0.6430948  0.03787975 0.04615758 0.06357237 0.04796697 0.16132854]	sad	[0.         0.17299128 0.16255194 0.17865434 0.17593681 0.16115621]
Sometimes, the Angel comes much later, because the children are naughty and won't learn their lessons or practise their scales.	neutral	"[7.5745672e-01 8.7369823e-05 9.6645046e-05 9.9144040e-07 1.9333238e-06
 2.4235643e-01]"	scary	[0.         0.16501992 0.15880945 0.1719344  0.18302418 0.17060726]
And, sometimes, he does not come at all, because the children have a bad heart or a bad conscience.	neutral	[0.8868984  0.00188193 0.00870606 0.01355912 0.01044788 0.07850654]	sad	[0.         0.16821386 0.15312967 0.18299736 0.18015255 0.16676424]
No one ever sees the Angel; but he is heard by those who are meant to hear him.	neutral	[0.8849398  0.03394107 0.04385148 0.01593007 0.01654251 0.00479515]	scary	[0.         0.16501992 0.15880945 0.1719344  0.18302418 0.17060726]
He often comes when they least expect him, when they are sad and disheartened.	sad	"[1.6747154e-02 7.9299593e-03 1.2858774e-04 9.7164255e-01 1.4454715e-03
 2.1062959e-03]"	sad	[0.         0.17721714 0.18638997 0.19592684 0.15234255 0.16289076]
Then their ears suddenly perceive celestial harmonies, a divine voice, which they remember all their lives.	neutral	[0.5465597  0.33322668 0.08612257 0.01466112 0.00844832 0.01098162]	scary	[0.         0.16294578 0.16606983 0.16763811 0.17333679 0.17229031]
Persons who are visited by the Angel quiver with a thrill unknown to the rest of mankind.	scary	[0.23816662 0.05403687 0.30579916 0.0346176  0.33851257 0.02886722]	scary	[0.         0.16631065 0.1627572  0.17021878 0.18328385 0.16285574]
And they can not touch an instrument, or open their mouths to sing, without producing sounds that put all other human sounds to shame.	neutral	[0.7035775  0.03898392 0.08369399 0.01891364 0.05079798 0.10403287]	sad	[0.         0.17203669 0.15891531 0.19962713 0.1695966  0.16608974]
Then people who do not know that the Angel has visited those persons say that they have genius.	neutral	[0.5351667  0.04068038 0.24613237 0.0081632  0.07434551 0.09551179]	scary	[0.         0.16501992 0.15880945 0.1719344  0.18302418 0.17060726]
Little Christine asked her father if he had heard the Angel of Music.	neutral	[0.7164009  0.14817742 0.03137489 0.05126993 0.02261116 0.03016561]	sad	[0.         0.16842975 0.15877237 0.17896632 0.1721485  0.16973879]
"But Daddy Daae shook his head sadly; and then his eyes lit up, as he said:  ""You will hear him one day, my child!"	sad	[0.06661918 0.15306583 0.00293342 0.7619482  0.00991915 0.00551416]	sad	[0.         0.16998714 0.15604513 0.20136905 0.1742695  0.15538114]
"When I am in Heaven, I will send him to you!"""	neutral	[0.54515886 0.29761422 0.05606526 0.0356291  0.02253025 0.04300233]	happy	[0.         0.18086879 0.15085213 0.17768022 0.17713163 0.16398962]
Daddy was beginning to cough at that time.	neutral	[0.8143922  0.00800991 0.02182131 0.04516193 0.10388979 0.00672486]	scary	[0.         0.17333423 0.16429819 0.16507851 0.17463611 0.16996081]
Three years later, Raoul and Christine met again at Perros.	neutral	[0.5353979  0.07094523 0.03951812 0.1901969  0.08971977 0.07422209]	neutral	[0. 0. 0. 0. 0. 0.]
Professor Valerius was dead, but his widow remained in France with Daddy Daae and his daughter, who continued to play the violin and sing, wrapping in their dream of harmony their kind patroness, who seemed henceforth to live on music alone.	neutral	[0.61308646 0.26261744 0.00548315 0.1134157  0.00148882 0.0039084 ]	sad	[0.         0.17242924 0.16048615 0.17798277 0.17022349 0.16643955]
The young man, as he now was, had come to Perros on the chance of finding them and went straight to the house in which they used to stay.	neutral	[0.8239271  0.06719866 0.02980046 0.02720239 0.03009263 0.02177865]	happy	[0.         0.18404166 0.16323582 0.16967052 0.1751792  0.16598083]
He first saw the old man; and then Christine entered, carrying the tea-tray.	neutral	"[8.0570358e-01 1.7793567e-01 1.3079955e-02 2.0890017e-03 4.2672516e-04
 7.6509535e-04]"	neutral	[0. 0. 0. 0. 0. 0.]
She flushed at the sight of Raoul, who went up to her and kissed her.	happy	[0.14254555 0.75594115 0.01455938 0.0772057  0.00408329 0.00566499]	neutral	[0. 0. 0. 0. 0. 0.]
She asked him a few questions, performed her duties as hostess prettily, took up the tray again and left the room.	neutral	[0.6786789  0.27295354 0.03241741 0.00873031 0.00151033 0.00570948]	neutral	[0. 0. 0. 0. 0. 0.]
Then she ran into the garden and took refuge on a bench, a prey to feelings that stirred her young heart for the first time.	sad	[0.3175837  0.24959984 0.00305403 0.42391393 0.00438986 0.00145868]	scary	[0.         0.16473238 0.16180998 0.17364135 0.17490877 0.17024484]
Raoul followed her and they talked till the evening, very shyly.	neutral	"[8.4004658e-01 5.9484486e-02 3.6930600e-03 9.2940748e-02 3.2084119e-03
 6.2675442e-04]"	neutral	[0. 0. 0. 0. 0. 0.]
They were quite changed, cautious as two diplomatists, and told each other things that had nothing to do with their budding sentiments.	neutral	[0.84884346 0.12063428 0.01830337 0.00426837 0.00224356 0.00570692]	happy	[0.         0.17575648 0.17340866 0.14646951 0.16441097 0.16812525]
"When they took leave of each other by the roadside, Raoul, pressing a kiss on Christine's trembling hand, said:  ""Mademoiselle, I shall never forget you!"""	sad	[0.15305652 0.35331568 0.01292183 0.42392066 0.04614346 0.01064187]	angry	[0.         0.16636339 0.16227596 0.17762401 0.17163262 0.18005638]
And he went away regretting his words, for he knew that Christine could not be the wife of the Vicomte de Chagny.	neutral	[0.43515012 0.17503999 0.04080966 0.21311471 0.03048782 0.10539781]	sad	[0.         0.1696503  0.16928653 0.18167362 0.15686959 0.17904955]
As for Christine, she tried not to think of him and devoted herself wholly to her art.	neutral	"[8.7301046e-01 3.7483577e-02 7.8827608e-04 8.4666610e-02 8.2287076e-04
 3.2282723e-03]"	sad	[0.         0.16528866 0.1620301  0.17238719 0.1686062  0.1651548 ]
She made wonderful progress and those who heard her prophesied that she would be the greatest singer in the world.	happy	[0.22230907 0.6697281  0.00682998 0.09631886 0.00111866 0.00369528]	happy	[0.         0.19142642 0.15894605 0.18607275 0.16887959 0.15152516]
Meanwhile, the father died; and, suddenly, she seemed to have lost, with him, her voice, her soul and her genius.	sad	[0.10021947 0.01480708 0.00735505 0.7993814  0.06903964 0.00919737]	sad	[0.         0.16097632 0.16163198 0.17906883 0.17037158 0.17554315]
She retained just, but only just, enough of this to enter the CONSERVATOIRE, where she did not distinguish herself at all, attending the classes without enthusiasm and taking a prize only to please old Mamma Valerius, with whom she continued to live.	neutral	[0.68609226 0.02274445 0.01539216 0.00115259 0.00163232 0.27298614]	happy	[0.         0.18158394 0.16589232 0.16766884 0.16529532 0.16833625]
The first time that Raoul saw Christine at the Opera, he was charmed by the girl's beauty and by the sweet images of the past which it evoked, but was rather surprised at the negative side of her art.	happy	"[4.2531765e-01 5.0212544e-01 1.5777287e-04 7.2173357e-02 3.8557231e-05
 1.8719891e-04]"	surprised	[0.         0.17185043 0.17653759 0.17094144 0.16807432 0.16113018]
He returned to listen to her.	neutral	[0.9459656  0.01036416 0.00943897 0.01006282 0.00875486 0.0154136 ]	neutral	[0. 0. 0. 0. 0. 0.]
